Order ID,Order Date,Region,Segment,Category,Sales,Profit,Quantity,Discount,Shipping Mode
ORD-1304,3/20/2023,East,Home Office,Technology,736.61,63.83,3,0.1,Second Class
ORD-1305,7/15/2023,Central,Corporate,Technology,498.21,81.81,7,0,Same Day
ORD-1306,3/27/2023,South,Home Office,Office Supplies,965.97,134.31,8,0,Same Day
ORD-1307,6/10/2023,South,Home Office,Office Supplies,965.47,100.57,9,0.2,Same Day
ORD-1308,3/21/2023,South,Home Office,Technology,1169.8,281.08,9,0.1,Same Day
ORD-1309,4/21/2023,Central,Corporate,Furniture,238.83,30.45,6,0,Standard Class
ORD-1310,8/29/2023,South,Home Office,Office Supplies,1379.87,309.04,9,0.3,First Class
ORD-1311,4/29/2023,South,Consumer,Furniture,1022.94,185.52,7,0,First Class
ORD-1312,4/21/2023,Central,Home Office,Office Supplies,1098.2,202.17,9,0.2,Second Class
ORD-1313,12/7/2023,West,Corporate,Office Supplies,1717.22,291.66,2,0.3,First Class
ORD-1314,12/31/2023,East,Consumer,Technology,1913.35,560.25,9,0,Standard Class
ORD-1315,6/4/2023,Central,Corporate,Office Supplies,831.03,138.33,7,0.2,Second Class
ORD-1316,3/17/2023,East,Consumer,Office Supplies,533.64,157.25,8,0,Same Day
ORD-1317,6/9/2023,Central,Consumer,Furniture,1950.76,675.19,3,0,Second Class
ORD-1318,12/20/2023,East,Consumer,Technology,921.09,131.37,6,0.1,Same Day
ORD-1319,4/14/2023,West,Home Office,Technology,1760.68,438.8,9,0.3,First Class
ORD-1320,10/27/2023,South,Consumer,Furniture,1900.2,630.07,4,0.2,First Class
ORD-1321,5/3/2023,South,Consumer,Furniture,1561.86,205.69,9,0.3,Second Class
ORD-1322,6/21/2023,Central,Corporate,Technology,422.01,33.71,10,0.2,Second Class
ORD-1323,1/7/2023,Central,Corporate,Furniture,499.27,37.64,1,0,Second Class
ORD-1324,12/28/2023,Central,Home Office,Technology,638.06,60.98,5,0.2,Standard Class
ORD-1325,4/26/2023,South,Home Office,Furniture,221.36,56.38,2,0.3,Second Class
ORD-1326,7/25/2023,Central,Home Office,Furniture,1621.19,495.06,4,0,Second Class
ORD-1327,12/4/2023,Central,Corporate,Office Supplies,245.61,53.06,8,0.3,Standard Class
ORD-1328,9/18/2023,West,Consumer,Office Supplies,1785.6,576.81,1,0.2,Standard Class
ORD-1329,6/26/2023,West,Consumer,Technology,112.72,9.98,6,0.3,Same Day
ORD-1330,8/18/2023,West,Home Office,Technology,693.04,96.66,1,0.3,Standard Class
ORD-1331,8/17/2023,East,Consumer,Technology,440.49,102.95,4,0.2,Same Day
ORD-1332,3/24/2023,West,Home Office,Technology,1500.14,489.89,3,0,Standard Class
ORD-1333,5/23/2023,West,Consumer,Technology,125.26,12.04,9,0.1,Standard Class
ORD-1334,10/31/2023,South,Consumer,Office Supplies,1385.6,74.88,6,0.1,Second Class
ORD-1335,9/14/2023,East,Corporate,Furniture,148.42,20.02,10,0,Same Day
ORD-1336,11/2/2023,East,Consumer,Office Supplies,1870.73,173.09,9,0.2,Second Class
ORD-1337,10/9/2023,East,Home Office,Office Supplies,1273.29,161.7,6,0.2,First Class
ORD-1338,3/23/2023,Central,Corporate,Office Supplies,173.4,19.87,1,0,First Class
ORD-1339,8/2/2023,South,Consumer,Technology,916.37,117,7,0.2,Standard Class
ORD-1340,1/4/2023,East,Home Office,Furniture,850,179.54,1,0,First Class
ORD-1341,4/12/2023,West,Corporate,Furniture,1110.68,325.96,4,0,First Class
ORD-1342,10/29/2023,West,Home Office,Office Supplies,755.83,40.47,3,0,Standard Class
ORD-1343,12/20/2023,Central,Home Office,Furniture,1314.08,361.46,3,0.2,Standard Class
ORD-1344,2/26/2023,South,Consumer,Furniture,1868.26,176.33,2,0.3,First Class
ORD-1345,5/11/2023,East,Corporate,Technology,363,88.75,1,0.1,First Class
ORD-1346,12/23/2023,West,Corporate,Office Supplies,1112.89,186.27,2,0.3,First Class
ORD-1347,4/21/2023,East,Corporate,Office Supplies,1009.88,299.4,9,0.2,First Class
ORD-1348,12/19/2023,South,Home Office,Technology,1419.17,484.13,9,0.2,Standard Class
ORD-1349,8/12/2023,West,Consumer,Technology,916.49,187.67,1,0.1,Second Class
ORD-1350,6/4/2023,South,Home Office,Office Supplies,1102.2,361.07,6,0.3,Same Day
ORD-1351,10/11/2023,East,Corporate,Office Supplies,1891.1,262.87,9,0.2,Same Day
ORD-1352,8/2/2023,Central,Corporate,Office Supplies,437.97,129.08,10,0.2,Same Day
ORD-1353,5/26/2023,West,Corporate,Office Supplies,1634.56,468.05,5,0,First Class
ORD-1354,11/15/2023,South,Corporate,Office Supplies,1875.97,213.14,9,0.3,Same Day
ORD-1355,11/17/2023,South,Corporate,Technology,899.9,304.89,5,0.1,Standard Class
ORD-1356,2/12/2023,South,Consumer,Office Supplies,985.38,75.52,4,0,First Class
ORD-1357,6/26/2023,South,Home Office,Furniture,851.67,129.17,9,0.1,First Class
ORD-1358,12/3/2023,South,Home Office,Technology,779.31,223.12,1,0.2,Same Day
ORD-1359,10/31/2023,East,Consumer,Technology,510.97,72.12,4,0.2,Standard Class
ORD-1360,5/23/2023,West,Corporate,Office Supplies,158.69,35.95,8,0.3,Same Day
ORD-1361,12/27/2023,West,Consumer,Furniture,794.62,259.83,7,0.1,Standard Class
ORD-1362,1/12/2023,Central,Corporate,Furniture,1773.45,469.18,1,0,Standard Class
ORD-1363,9/4/2023,West,Home Office,Office Supplies,1429.34,285.23,10,0.3,Standard Class
ORD-1364,12/11/2023,Central,Consumer,Furniture,182.81,63.09,1,0,First Class
ORD-1365,5/4/2023,Central,Consumer,Office Supplies,1884.02,431.99,8,0.2,Standard Class
ORD-1366,7/24/2023,South,Home Office,Technology,940.73,219.57,10,0.3,Same Day
ORD-1367,8/10/2023,Central,Corporate,Furniture,1608.02,164.15,1,0.3,Second Class
ORD-1368,12/24/2023,Central,Corporate,Office Supplies,1206.57,224.19,1,0,First Class
ORD-1369,2/17/2023,South,Home Office,Technology,610.96,179.93,7,0,Standard Class
ORD-1370,6/30/2023,South,Consumer,Office Supplies,1579.42,339.17,3,0.3,Second Class
ORD-1371,9/26/2023,East,Corporate,Furniture,1792.8,241.69,9,0.3,Second Class
ORD-1372,1/3/2023,East,Consumer,Technology,1384.05,372.48,10,0.3,Same Day
ORD-1373,2/19/2023,Central,Home Office,Furniture,889.64,177.76,1,0.2,First Class
ORD-1374,8/15/2023,East,Corporate,Technology,1522.22,304.34,4,0.2,First Class
ORD-1375,9/20/2023,West,Home Office,Office Supplies,588.74,82.75,6,0.2,First Class
ORD-1376,6/28/2023,West,Home Office,Furniture,1220.36,272.18,9,0.1,Same Day
ORD-1377,3/1/2023,Central,Corporate,Furniture,1912.12,234.7,4,0.3,Second Class
ORD-1378,10/22/2023,Central,Consumer,Office Supplies,381.41,76.46,6,0.1,Second Class
ORD-1379,8/11/2023,South,Home Office,Office Supplies,993.6,247.31,5,0.2,First Class
ORD-1380,8/19/2023,East,Corporate,Office Supplies,1772.36,284.62,7,0.1,Same Day
ORD-1381,5/22/2023,West,Consumer,Office Supplies,1269.58,205.62,4,0.3,Same Day
ORD-1382,11/14/2023,Central,Corporate,Office Supplies,1298.81,274,3,0,Second Class
ORD-1383,11/2/2023,East,Corporate,Office Supplies,1380.56,482.45,3,0.2,Second Class
ORD-1384,1/22/2023,East,Corporate,Office Supplies,138.88,19.61,4,0.3,First Class
ORD-1385,11/4/2023,East,Corporate,Office Supplies,510.93,66.5,6,0,Second Class
ORD-1386,9/17/2023,West,Consumer,Furniture,1910.47,624,4,0.2,Standard Class
ORD-1387,12/2/2023,South,Corporate,Furniture,298.18,73.13,8,0.1,First Class
ORD-1388,9/9/2023,South,Corporate,Technology,927.46,178.96,7,0.2,Same Day
ORD-1389,12/9/2023,East,Home Office,Technology,381.59,41.24,8,0.2,Second Class
ORD-1390,12/29/2023,West,Consumer,Furniture,749.58,55.41,9,0,Second Class
ORD-1391,4/17/2023,South,Corporate,Office Supplies,391.23,85.44,4,0.1,Same Day
ORD-1392,5/24/2023,South,Home Office,Technology,281.75,70.16,9,0,Second Class
ORD-1393,9/17/2023,South,Home Office,Office Supplies,444.09,60.27,1,0.3,Same Day
ORD-1394,1/16/2023,East,Corporate,Technology,1670.69,452.35,8,0.3,First Class
ORD-1395,6/25/2023,West,Home Office,Office Supplies,647.48,104.66,9,0,Second Class
ORD-1396,11/17/2023,South,Home Office,Furniture,1725.5,540.79,9,0.3,Standard Class
ORD-1397,8/17/2023,West,Corporate,Technology,1185.81,311.84,10,0.1,Standard Class
ORD-1398,12/18/2023,South,Home Office,Technology,433.63,83.47,7,0.1,Same Day
ORD-1399,8/1/2023,Central,Corporate,Technology,1448.75,147.13,10,0,Standard Class
ORD-1400,8/8/2023,East,Home Office,Technology,1989.84,156.18,1,0.1,First Class
ORD-1401,6/9/2023,East,Corporate,Office Supplies,394.41,124.83,3,0.3,Second Class
ORD-1402,12/12/2023,West,Consumer,Office Supplies,919.98,142.83,7,0,Same Day
ORD-1403,10/1/2023,West,Consumer,Office Supplies,1145.49,375.78,4,0.1,Same Day
ORD-1404,7/24/2023,East,Consumer,Furniture,197.88,67.68,1,0.2,First Class
ORD-1405,4/24/2023,Central,Consumer,Office Supplies,901.35,212.78,3,0.1,Same Day
ORD-1406,2/1/2023,West,Corporate,Office Supplies,628.06,44.42,8,0.1,Second Class
ORD-1407,11/24/2023,Central,Corporate,Office Supplies,1368.77,263.38,7,0.3,Same Day
ORD-1408,11/27/2023,Central,Home Office,Technology,711.48,162.91,5,0,Same Day
ORD-1409,11/18/2023,East,Home Office,Office Supplies,1795.26,269.21,6,0,Same Day
ORD-1410,9/24/2023,South,Home Office,Office Supplies,1709.55,418.72,6,0.3,First Class
ORD-1411,12/13/2023,West,Consumer,Technology,799.87,219.57,8,0.1,Standard Class
ORD-1412,10/26/2023,Central,Home Office,Office Supplies,896.7,238.88,3,0.1,First Class
ORD-1413,3/31/2023,East,Consumer,Technology,1583.56,344.02,3,0,Same Day
ORD-1414,10/24/2023,West,Corporate,Office Supplies,196.19,68.01,5,0.1,Standard Class
ORD-1415,3/11/2023,Central,Consumer,Office Supplies,1102.13,351.06,1,0.2,First Class
ORD-1416,11/21/2023,South,Corporate,Technology,606.55,180.28,5,0.2,Same Day
ORD-1417,11/5/2023,Central,Home Office,Technology,814.24,89.9,8,0,Standard Class
ORD-1418,12/2/2023,South,Corporate,Office Supplies,1066.3,308.4,10,0.2,Standard Class
ORD-1419,3/7/2023,South,Corporate,Office Supplies,317.99,79.92,1,0.2,First Class
ORD-1420,6/13/2023,East,Corporate,Furniture,1814.69,568.43,1,0.3,Standard Class
ORD-1421,9/30/2023,East,Corporate,Office Supplies,274.88,27.35,6,0.3,First Class
ORD-1422,10/15/2023,East,Consumer,Office Supplies,1860.68,154.67,3,0.2,Same Day
ORD-1423,9/9/2023,East,Home Office,Furniture,1216.32,112.82,10,0.1,First Class
ORD-1424,8/16/2023,South,Home Office,Office Supplies,645.14,58.29,4,0,Standard Class
ORD-1425,10/3/2023,Central,Home Office,Technology,138.72,9.23,5,0,First Class
ORD-1426,1/8/2023,Central,Home Office,Technology,1851.19,230.84,2,0.1,Same Day
ORD-1427,10/31/2023,South,Corporate,Furniture,1620.01,215.64,4,0.2,Same Day
ORD-1428,6/16/2023,Central,Corporate,Technology,248.5,27.24,9,0.3,Second Class
ORD-1429,9/21/2023,Central,Consumer,Technology,100.45,24.05,2,0.2,Same Day
ORD-1430,2/27/2023,West,Consumer,Technology,1252.8,328.85,2,0.1,First Class
ORD-1431,11/20/2023,East,Home Office,Furniture,422.1,40.13,9,0.1,First Class
ORD-1432,12/30/2023,South,Consumer,Technology,314.37,64.83,4,0.1,Same Day
ORD-1433,8/16/2023,Central,Consumer,Technology,129.39,26.34,1,0.3,First Class
ORD-1434,3/7/2023,South,Home Office,Technology,346.95,69.09,1,0.2,First Class
ORD-1435,11/10/2023,Central,Consumer,Technology,1393.74,471.71,6,0,First Class
ORD-1436,10/15/2023,South,Corporate,Technology,419.22,95.75,2,0.2,Second Class
ORD-1437,12/19/2023,Central,Consumer,Office Supplies,1717.94,476.56,1,0.1,Same Day
ORD-1438,8/16/2023,West,Corporate,Technology,1984.74,114.38,4,0.1,First Class
ORD-1439,6/24/2023,West,Home Office,Furniture,1611.05,275.76,5,0.2,Standard Class
ORD-1440,4/29/2023,East,Corporate,Office Supplies,1886.61,410.56,5,0.2,Same Day
ORD-1441,12/3/2023,Central,Consumer,Technology,1924.04,213.14,9,0.1,Second Class
ORD-1442,8/25/2023,West,Home Office,Furniture,897.25,94.46,10,0.1,Standard Class
ORD-1443,6/17/2023,Central,Home Office,Furniture,1296.22,210.6,7,0.3,Standard Class
ORD-1444,3/2/2023,Central,Corporate,Office Supplies,1686.32,301.54,6,0.2,Second Class
ORD-1445,7/29/2023,South,Corporate,Technology,721.85,88.03,1,0.1,Standard Class
ORD-1446,2/14/2023,Central,Home Office,Technology,495.26,74.14,5,0.3,Standard Class
ORD-1447,5/5/2023,East,Corporate,Technology,1154.23,329.94,2,0,Standard Class
ORD-1448,7/23/2023,South,Corporate,Furniture,1448.6,275.49,3,0.3,Same Day
ORD-1449,12/6/2023,South,Consumer,Office Supplies,1359.66,223.53,7,0.1,Same Day
ORD-1450,11/22/2023,West,Home Office,Office Supplies,150.68,24.4,7,0.1,Second Class
ORD-1451,3/19/2023,West,Consumer,Office Supplies,792.29,79.77,9,0,Standard Class
ORD-1452,9/20/2023,Central,Home Office,Furniture,1642.66,524.63,6,0.1,First Class
ORD-1453,10/31/2023,East,Corporate,Office Supplies,734.31,245,10,0,Second Class
ORD-1454,8/15/2023,West,Consumer,Technology,1941.87,146.45,7,0.1,Same Day
ORD-1455,5/12/2023,Central,Home Office,Technology,773.78,107.61,7,0.1,Same Day
ORD-1456,5/3/2023,West,Corporate,Technology,849.97,236.92,10,0.1,First Class
ORD-1457,9/29/2023,South,Corporate,Technology,962.64,80.91,7,0,First Class
ORD-1458,2/12/2023,West,Home Office,Furniture,1351.4,209.55,4,0.3,Same Day
ORD-1459,5/5/2023,West,Consumer,Technology,182.34,38.34,2,0.1,First Class
ORD-1460,10/10/2023,Central,Corporate,Office Supplies,722.06,224.14,4,0,Standard Class
ORD-1461,6/5/2023,West,Corporate,Furniture,1068.74,356.73,8,0.1,First Class
ORD-1462,1/24/2023,South,Corporate,Furniture,1031.06,360.39,4,0.1,Same Day
ORD-1463,1/5/2023,Central,Corporate,Office Supplies,1168.47,405.56,8,0.2,Same Day
ORD-1464,6/17/2023,West,Consumer,Office Supplies,1517.23,467.29,4,0,First Class
ORD-1465,2/20/2023,South,Consumer,Furniture,784.95,69.29,2,0.1,Standard Class
ORD-1466,12/4/2023,West,Consumer,Office Supplies,1336.65,239.26,9,0.2,Second Class
ORD-1467,12/6/2023,East,Consumer,Office Supplies,1333.79,359.57,8,0,Second Class
ORD-1468,9/17/2023,South,Home Office,Office Supplies,635.46,69.32,9,0.2,Standard Class
ORD-1469,3/21/2023,West,Corporate,Office Supplies,1658.93,366.44,9,0.1,Second Class
ORD-1470,2/18/2023,West,Consumer,Office Supplies,1966.27,643.12,2,0,Second Class
ORD-1471,3/9/2023,South,Consumer,Office Supplies,1173.68,264.97,10,0.1,Standard Class
ORD-1472,4/4/2023,Central,Corporate,Office Supplies,1311.27,231.57,4,0.3,First Class
ORD-1473,3/9/2023,South,Consumer,Technology,262.25,60.6,5,0.3,Second Class
ORD-1474,8/5/2023,Central,Corporate,Office Supplies,1747.61,279.05,5,0,Same Day
ORD-1475,7/3/2023,South,Consumer,Technology,427.2,127.2,9,0.2,Second Class
ORD-1476,4/1/2023,West,Corporate,Office Supplies,220.3,31.68,4,0.1,Second Class
ORD-1477,9/22/2023,South,Corporate,Office Supplies,983.25,105.12,3,0.3,Second Class
ORD-1478,9/7/2023,South,Home Office,Furniture,1395.24,237.96,1,0,First Class
ORD-1479,12/23/2023,East,Corporate,Furniture,704.36,144.89,4,0,Standard Class
ORD-1480,11/6/2023,South,Home Office,Office Supplies,1921.48,426.57,3,0.1,Second Class
ORD-1481,10/11/2023,South,Home Office,Furniture,1605.84,465.3,9,0,Same Day
ORD-1482,12/23/2023,Central,Home Office,Furniture,777.22,145.37,5,0.1,First Class
ORD-1483,7/26/2023,East,Consumer,Office Supplies,1944.88,318.26,4,0.2,Same Day
ORD-1484,5/13/2023,West,Home Office,Office Supplies,113.15,36.52,10,0.3,First Class
ORD-1485,3/22/2023,Central,Home Office,Furniture,208.04,12.11,10,0.1,Standard Class
ORD-1486,8/15/2023,Central,Home Office,Technology,729.63,226.39,1,0.2,Same Day
ORD-1487,10/22/2023,East,Consumer,Office Supplies,1467.56,145.26,10,0.1,Same Day
ORD-1488,3/12/2023,Central,Home Office,Technology,1879.6,494.53,3,0.1,First Class
ORD-1489,3/27/2023,Central,Home Office,Office Supplies,781.92,165.96,1,0.1,Same Day
ORD-1490,4/8/2023,East,Corporate,Furniture,1606.72,275.42,7,0.1,Standard Class
ORD-1491,10/29/2023,West,Home Office,Technology,593.1,167.05,2,0.2,Second Class
ORD-1492,1/15/2023,West,Corporate,Technology,950.04,188.52,8,0.1,Same Day
ORD-1493,11/10/2023,South,Home Office,Technology,1511.27,179.06,1,0.3,Second Class
ORD-1494,2/13/2023,South,Consumer,Technology,229.85,29.45,6,0.2,Second Class
ORD-1495,7/13/2023,South,Home Office,Technology,1233.5,359.96,1,0.2,Same Day
ORD-1496,8/30/2023,South,Home Office,Technology,274.61,90.07,9,0.2,Same Day
ORD-1497,11/7/2023,South,Corporate,Furniture,1629.76,152.8,8,0.2,Standard Class
ORD-1498,8/22/2023,West,Corporate,Furniture,925,89.73,4,0,Same Day
ORD-1499,8/4/2023,Central,Corporate,Technology,1061.05,275.87,7,0.3,Second Class
